"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Sierra Leone","SLE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","166000000","532000000","521000000","600000000","479000000","492000000","797000000","892000000","671000000","680000000","422000000","373000000","435000000","430000000","441000000","419000000","425000000","391000000","380000000","407000000","443000000","431000000","486000000","451000000","598000000","786000000","966000000","993000000","1067000000","1072000000","1140000000","1283000000","1527000000","1693000000","1756000000","1808000000","1817000000","1910000000","2001000000","1997000000","","","",
"San Marino","SMR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6000000","21000000","29000000","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","163000000","165000000","170000000","175000000","172000000","185000000","189000000","195000000","201000000","207000000","217000000","237000000","231000000","234000000","269000000","659000000","658000000","626000000","617000000","732000000","738000000","730000000","715000000","600000000","745000000","854000000","940000000","1146000000","1079000000","1361000000","1460000000","1298000000","1691000000","2064000000","2042000000","2798000000","2225000000","2441000000","2675000000","2913000000","2982000000","3291000000","4087000000","8066000000","","","",
"South Sudan","SSD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2000000","2000000","","","",
"Sub-Saharan Africa","SSF","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","163000000","165000000","170000000","175000000","172000000","185000000","189000000","195000000","201000000","207000000","217000000","237000000","231000000","234000000","269000000","659000000","658000000","626000000","617000000","732000000","738000000","730000000","715000000","600000000","745000000","854000000","940000000","1146000000","1079000000","1361000000","1460000000","1298000000","1691000000","2064000000","2042000000","2798000000","2225000000","2441000000","2675000000","2913000000","2982000000","3291000000","4087000000","8066000000","","","",
"Small states","SST","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","2000000","13000000","176000000","209000000","284000000","249000000","259000000","335000000","366000000","409000000","383000000","385000000","468000000","537000000","602000000","292000000","317000000","374000000","424000000","448000000","447000000","590000000","545000000","551000000","589000000","638000000","721000000","853000000","919000000","1217000000","1675000000","1999000000","2146000000","2004000000","1974000000","2127000000","2357000000","3378000000","4340000000","4838000000","5792000000","6298000000","6775000000","7730000000","7596000000","7787000000","","","",
"Sao Tome and Principe","STP","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Slovak Republic","SVK","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154000000","152000000","101000000","26000000","38000000","404000000","483000000","524000000","543000000","685000000","1221000000","1371000000","1505000000","2020000000","1913000000","","",
"Slovenia","SVN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","31000000","70000000","72000000","102000000","122000000","121000000","114000000","112000000","113000000","290000000","192000000","231000000","318000000","430000000","481000000","519000000","543000000","","",
"Sweden","SWE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","130000000","160000000","226000000","399000000","357000000","310000000","354000000","360000000","276000000","347000000","721000000","921000000","1002000000","1450000000","1853000000","1808000000","1986000000","1965000000","2046000000","2194000000","1949000000","1873000000","2041000000","2220000000","2302000000","2454000000","2263000000","2977000000","3098000000","3056000000","4556000000","4261000000","4785000000","5191000000","8053000000","8429000000","9348000000","11269000000","12337000000","13952000000","15703000000","17625000000","19378000000","21327000000","21977000000","26316000000","","",
"Swaziland","SWZ","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Turks and Caicos Islands","TCA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","3000000","638000000","2077000000","3114000000","3962000000","5139000000","5576000000","6143000000","5804000000","5625000000","6233000000","6716000000","7091000000","6883000000","6915000000","6905000000","8765000000","11724000000","11393000000","13131000000","14721000000","17226000000","20187000000","20311000000","20648000000","20933000000","22191000000","25579000000","29860000000","34915000000","51648000000","72110000000","94220000000","125890000000","158927000000","223213000000","262999000000","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","51000000","55000000","63000000","77000000","113000000","126000000","160000000","217000000","226000000","262000000","225000000","263000000","360000000","420000000","442000000","431000000","344000000","483000000","399000000","385000000","384000000","379000000","269000000","362000000","367000000","403000000","412000000","251000000","163000000","166000000","211000000","277000000","299000000","275000000","248000000","444000000","459000000","617000000","636000000","504000000","590000000","927000000","975000000","1217000000","1849000000","2365000000","3131000000","4662000000","6674000000","9582000000","14082000000","20342000000","28978000000","35154000000","44479000000","","","",
"Togo","TGO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","2000000","2000000","2000000","3000000","10000000","2000000","4000000","4000000","5000000","5000000","5000000","5000000","","","",
"Thailand","THA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","289000000","862000000","345000000","321000000","868000000","511000000","494000000","688000000","1153000000","1282000000","1532000000","1472000000","1799000000","2614000000","3087000000","3412000000","4391000000","5246000000","8359000000","10231000000","","","",
"Tajikistan","TJK","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Turkmenistan","TKM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","1299000000","1429000000","1691000000","2067000000","2584000000","3124000000","3402000000","3705000000","4404000000","4304000000","4784000000","5708000000","6563000000","6415000000","6560000000","8447000000","9898000000","10005000000","10375000000","11997000000","14065000000","17267000000","17631000000","17935000000","18906000000","19242000000","19774000000","19497000000","20570000000","21032000000","23996000000","25471000000","28248000000","29922000000","32800000000","33268000000","39823000000","41007000000","45955000000","58215000000","62471000000","71707000000","82017000000","100805000000","","","",
"Timor-Leste","TLS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","1000000","3000000","3000000","62000000","264000000","493000000","466000000","640000000","822000000","879000000","971000000","1309000000","1458000000","1858000000","2688000000","2800000000","2665000000","3785000000","4431000000","","","",
"Tonga","TON","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000000","3000000","6000000","6000000","32000000","39000000","88000000","99000000","200000000","530000000","924000000","1039000000","1129000000","2424000000","2975000000","3994000000","5192000000","6876000000","8562000000","11045000000","15374000000","19278000000","23286000000","30557000000","34168000000","42638000000","52338000000","60312000000","67626000000","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","163000000","165000000","170000000","175000000","172000000","185000000","189000000","195000000","201000000","207000000","217000000","237000000","231000000","234000000","269000000","659000000","658000000","626000000","617000000","732000000","738000000","730000000","715000000","600000000","745000000","854000000","940000000","1146000000","1079000000","1361000000","1460000000","1298000000","1691000000","2064000000","2042000000","2798000000","2225000000","2441000000","2675000000","2913000000","2982000000","3291000000","4087000000","8066000000","","","",
"Trinidad and Tobago","TTO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","35000000","35000000","29000000","25000000","23000000","19000000","23000000","29000000","29000000","26000000","19000000","18000000","16000000","13000000","17000000","26000000","31000000","27000000","26000000","31000000","25000000","30000000","28000000","32000000","33000000","17000000","18000000","18000000","18000000","20000000","29000000","26000000","12000000","23000000","22000000","45000000","19000000","20000000","19000000","0","0","0","0","0","","","",
"Tunisia","TUN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23000000","24000000","30000000","33000000","44000000","42000000","38000000","43000000","39000000","97000000","140000000","111000000","201000000","369000000","532000000","","","",
"Turkey","TUR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","41000000","44000000","45000000","63000000","97000000","100000000","122000000","173000000","179000000","178000000","166000000","162000000","175000000","197000000","207000000","220000000","161000000","218000000","137000000","145000000","136000000","110000000","0","0","22000000","6000000","44000000","58000000","69000000","63000000","80000000","119000000","117000000","134000000","130000000","308000000","260000000","377000000","331000000","235000000","275000000","336000000","283000000","229000000","227000000","187000000","278000000","606000000","1151000000","2183000000","3916000000","5760000000","7351000000","9800000000","11983000000","16354000000","","",
"Tuvalu","TUV","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","2000000","3000000","5000000","25000000","34000000","32000000","36000000","40000000","","","",
"Uganda","UGA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","3000000","3000000","6000000","16000000","22000000","31000000","33000000","38000000","35000000","326000000","309000000","182000000","239000000","253000000","755000000","1310000000","1689000000","","","",
"Upper middle income","UMC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","41000000","44000000","45000000","63000000","97000000","100000000","122000000","173000000","179000000","178000000","166000000","2135000000","2103000000","2467000000","2866000000","3225000000","3316000000","3724000000","3988000000","4824000000","4675000000","4811000000","5559000000","6556000000","6257000000","6653000000","8610000000","10047000000","10184000000","10202000000","11535000000","13294000000","15909000000","15920000000","16530000000","20208000000","20131000000","21479000000","22061000000","23671000000","24065000000","25952000000","27711000000","30842000000","32776000000","38989000000","43358000000","53494000000","69113000000","93370000000","131913000000","168033000000","212763000000","292489000000","353974000000","","","",
"Uruguay","URY","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","9000000","10000000","9000000","11000000","9000000","10000000","11000000","10000000","9000000","9000000","11000000","28000000","21000000","26000000","28000000","42000000","35000000","32000000","32000000","59000000","57000000","66000000","59000000","59000000","44000000","41000000","31000000","43000000","47000000","35000000","37000000","39000000","38000000","36000000","39000000","50000000","137000000","841000000","835000000","968000000","973000000","1122000000","1226000000","2180000000","","","",
"United States","USA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","122000000","181000000","206000000","286000000","320000000","345000000","383000000","474000000","629000000","799000000","817000000","844000000","1838000000","2748000000","2864000000","3626000000","4097000000","4286000000","3498000000","4628000000","5809000000","6421000000","5122000000","6426000000","8221000000","11382000000","12203000000","13016000000","12718000000","71143000000","96089000000","61937000000","69945000000","72278000000","73690000000","70227000000","71943000000","69953000000","69464000000","73395000000","77160000000","72174000000","81103000000","81824000000","86869000000","93760000000","103340000000","112196000000","134308000000","153106000000","178411000000","207229000000","234311000000","270946000000","298023000000","307981000000","","",
"Uzbekistan","UZB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"St. Vincent and the Grenadines","VCT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"British Virgin Islands","VGB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000000","65000000","79000000","56000000","72000000","105000000","143000000","144000000","145000000","146000000","","","",
"Vanuatu","VUT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","3040000000","3428000000","3797000000","4362000000","4653000000","4998000000","6127000000","6387000000","7203000000","7830000000","10627000000","13198000000","14055000000","16155000000","15382000000","17335000000","19119000000","20379000000","20905000000","24098000000","28647000000","31835000000","40590000000","45442000000","49706000000","54248000000","59693000000","63035000000","65987000000","128193000000","156082000000","125401000000","138820000000","143978000000","151589000000","157545000000","162049000000","171747000000","180289000000","196281000000","217154000000","224546000000","253358000000","277965000000","316285000000","356345000000","402562000000","464702000000","540835000000","628854000000","761020000000","907846000000","1062866000000","1263000000000","1426669000000","","","",
"Samoa","WSM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1000000","0","0","0","0","","","",
"Yemen, Rep.","YEM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"South Africa","ZAF","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60000000","146000000","231000000","197000000","307000000","307000000","259000000","265000000","274000000","277000000","281000000","285000000","298000000","311000000","319000000","327000000","369000000","578000000","2493000000","","","",
"Zambia","ZMB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Zimbabwe","ZWE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103000000","63000000","79000000","57000000","94000000","131000000","168000000","166000000","144000000","","","",
