"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Euro area","EMU","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","2157000000","2365000000","2420000000","2628000000","2658000000","2883000000","3941000000","4272000000","4771000000","5159000000","7908000000","8120000000","7833000000","8132000000","6622000000","7244000000","7259000000","7511000000","8087000000","8132000000","9875000000","9790000000","8604000000","8452000000","8769000000","9507000000","10301000000","10092000000","10730000000","10542000000","15423000000","16229000000","17053000000","18689000000","20202000000","22686000000","23334000000","28369000000","33861000000","37272000000","45903000000","51790000000","64815000000","77930000000","96330000000","113362000000","133335000000","159663000000","183097000000","205239000000","236872000000","283887000000","333241000000","367715000000","385945000000","","","",
"Eritrea","ERI","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","","","",
"Spain","ESP","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","47000000","52000000","61000000","56000000","51000000","113000000","187000000","309000000","316000000","251000000","362000000","424000000","487000000","560000000","550000000","611000000","538000000","563000000","673000000","541000000","562000000","564000000","686000000","704000000","824000000","1296000000","1459000000","2218000000","2898000000","4485000000","6238000000","8414000000","11958000000","15300000000","19086000000","23870000000","26190000000","30974000000","38779000000","47669000000","55472000000","56927000000","66417000000","74541000000","71100000000","69088000000","","",
"Estonia","EST","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","6000000","5000000","8000000","12000000","12000000","13000000","11000000","24000000","36000000","38000000","89000000","116000000","124000000","169000000","509000000","1017000000","1149000000","1435000000","1194000000","1362000000","1473000000","","",
"Ethiopia","ETH","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26000000","20000000","5000000","1000000","0","0","0","0","0","0","14000000","24000000","18000000","37000000","208000000","373000000","411000000","","","",
"European Union","EUU","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","2167000000","2376000000","2438000000","2642000000","2674000000","2909000000","3979000000","4316000000","4818000000","5243000000","8097000000","8381000000","8244000000","8754000000","7214000000","7765000000","7796000000","8136000000","8628000000","8725000000","10855000000","10991000000","9894000000","10324000000","11061000000","11830000000","12857000000","12508000000","13265000000","13406000000","18856000000","19950000000","21557000000","24185000000","26498000000","29532000000","30433000000","37763000000","45279000000","49904000000","61703000000","68414000000","83737000000","99821000000","125773000000","147696000000","169953000000","202020000000","230716000000","260755000000","302579000000","366589000000","432502000000","486670000000","525121000000","","","",
"Fragile and conflict affected situations","FCS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","15000000","20000000","16000000","16000000","16000000","17000000","17000000","0","0","0","0","0","1000000","1000000","1000000","1000000","2000000","2000000","3000000","110000000","113000000","220000000","190000000","201000000","135000000","170000000","202000000","243000000","243000000","223000000","","","",
"Finland","FIN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5156000000","5000000000","4953000000","5963000000","6473000000","6620000000","5901000000","7909000000","9357000000","8413000000","8719000000","8342000000","9054000000","9474000000","10561000000","9684000000","10972000000","10146000000","10669000000","9013000000","11273000000","11730000000","11701000000","12791000000","12874000000","13105000000","","",
"Fiji","FJI","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","390000000","605000000","926000000","1067000000","723000000","715000000","824000000","801000000","779000000","702000000","596000000","617000000","675000000","708000000","718000000","758000000","794000000","796000000","864000000","858000000","906000000","926000000","923000000","1352000000","1913000000","2102000000","2134000000","1976000000","2163000000","2335000000","2431000000","2688000000","2674000000","2892000000","3039000000","3471000000","3809000000","4113000000","4385000000","4845000000","6035000000","8304000000","10172000000","12664000000","15482000000","19607000000","24321000000","25957000000","28577000000","34522000000","","",
"Faroe Islands","FRO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","8000000","8000000","8000000","9000000","9000000","7000000","7000000","7000000","7000000","7000000","7000000","7000000","8000000","8000000","8000000","8000000","8000000","8000000","9000000","9000000","9000000","12000000","12000000","12000000","","","",
"United Kingdom","GBR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","0","1000000","9000000","604000000","699000000","974000000","1416000000","1861000000","2033000000","2292000000","2777000000","3531000000","4280000000","4884000000","5493000000","6340000000","7400000000","9303000000","12015000000","13512000000","14611000000","16677000000","19979000000","22363000000","29475000000","36466000000","49189000000","59439000000","77012000000","","",
"Georgia","GEO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Ghana","GHA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","4000000","","","",
"Gibraltar","GIB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Guinea","GIN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","2000000","2000000","9000000","48000000","38000000","35000000","38000000","36000000","70000000","163000000","451000000","835000000","777000000","1126000000","1246000000","1389000000","1814000000","2003000000","2438000000","2811000000","3062000000","4132000000","5748000000","8003000000","7701000000","8447000000","","",
"Grenada","GRD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","28000000","33000000","43000000","50000000","62000000","86000000","75000000","60000000","50000000","52000000","91000000","101000000","80000000","82000000","81000000","96000000","117000000","129000000","232000000","285000000","330000000","364000000","368000000","386000000","445000000","443000000","525000000","309000000","595000000","606000000","610000000","634000000","802000000","879000000","883000000","940000000","1139000000","1156000000","1501000000","1829000000","1740000000","1837000000","2009000000","2510000000","","","",
"Guam","GUM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","2999000000","3384000000","3752000000","4299000000","4556000000","4898000000","6005000000","6214000000","7024000000","7652000000","10461000000","10867000000","11743000000","13467000000","12279000000","13686000000","14978000000","15848000000","16039000000","17884000000","21109000000","22775000000","29820000000","32669000000","36574000000","40379000000","43900000000","45925000000","48117000000","109515000000","135677000000","103332000000","114133000000","119363000000","124871000000","126529000000","130183000000","137336000000","143824000000","154807000000","171023000000","175034000000","200873000000","220083000000","253308000000","284719000000","320536000000","368013000000","422195000000","477082000000","565782000000","667039000000","765614000000","875903000000","964688000000","","","",
"Hong Kong SAR, China","HKG","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","93000000","80000000","91000000","95000000","99000000","","","",
"Honduras","HND","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","9000000","30000000","36000000","53000000","128000000","142000000","168000000","197000000","168000000","160000000","765000000","1029000000","1036000000","921000000","","","",
"Heavily indebted poor countries (HIPC)","HPC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","67000000","72000000","70000000","75000000","80000000","86000000","86000000","85000000","88000000","102000000","101000000","104000000","170000000","374000000","401000000","364000000","342000000","377000000","563000000","584000000","669000000","664000000","594000000","552000000","527000000","530000000","544000000","461000000","324000000","407000000","430000000","497000000","603000000","751000000","977000000","1658000000","1114000000","1219000000","1294000000","1387000000","2027000000","2886000000","3442000000","3797000000","","","",
"Croatia","HRV","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000000","10000000","6000000","19000000","6000000","9000000","9000000","1000000","9000000","9000000","1000000","0","0","0","6000000","24000000","30000000","43000000","61000000","79000000","172000000","256000000","425000000","653000000","930000000","","","",
"Haiti","HTI","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","12000000","15000000","20000000","16000000","16000000","16000000","17000000","17000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Hungary","HUN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27000000","30000000","24000000","23000000","22000000","4000000","17000000","24000000","46000000","39000000","45000000","56000000","50000000","53000000","60000000","65000000","65000000","71000000","43000000","165000000","731000000","1668000000","1307000000","1673000000","2144000000","2667000000","2832000000","2486000000","2433000000","2575000000","2835000000","2925000000","","",
"IBRD only","IBD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","51000000","55000000","63000000","77000000","113000000","126000000","160000000","217000000","226000000","262000000","225000000","1565000000","1790000000","2115000000","2509000000","3006000000","3465000000","3882000000","4104000000","5427000000","6762000000","8279000000","9952000000","11997000000","12081000000","12827000000","14440000000","15583000000","16181000000","16832000000","18985000000","20867000000","24191000000","24583000000","26858000000","31356000000","31875000000","34520000000","36209000000","41088000000","45498000000","50201000000","53098000000","58139000000","63542000000","72640000000","82546000000","99938000000","123989000000","159910000000","203220000000","253329000000","313142000000","402174000000","479675000000","","","",
"IDA & IBRD total","IBT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","51000000","55000000","63000000","77000000","113000000","126000000","160000000","217000000","226000000","262000000","225000000","1725000000","1954000000","2281000000","2684000000","3187000000","3653000000","4074000000","4302000000","5628000000","6972000000","8494000000","10176000000","12295000000","12592000000","13375000000","15324000000","16435000000","17033000000","17880000000","20064000000","22003000000","25300000000","25626000000","27749000000","32350000000","32873000000","35504000000","37132000000","41865000000","46409000000","51181000000","54050000000","59605000000","65410000000","74710000000","85402000000","102212000000","126514000000","162737000000","206286000000","257123000000","317906000000","408568000000","488406000000","","","",
"IDA total","IDA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","160000000","164000000","166000000","175000000","181000000","188000000","192000000","198000000","201000000","210000000","215000000","224000000","298000000","511000000","548000000","884000000","852000000","852000000","1048000000","1079000000","1136000000","1109000000","1043000000","891000000","994000000","998000000","984000000","923000000","777000000","911000000","980000000","952000000","1466000000","1868000000","2070000000","2856000000","2274000000","2525000000","2827000000","3066000000","3794000000","4764000000","6394000000","8731000000","","","",
"IDA blend","IDB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","101000000","104000000","108000000","112000000","116000000","121000000","125000000","130000000","135000000","140000000","146000000","152000000","157000000","163000000","169000000","544000000","541000000","511000000","518000000","527000000","504000000","486000000","492000000","383000000","512000000","515000000","488000000","512000000","505000000","557000000","603000000","508000000","909000000","1157000000","1134000000","1884000000","1290000000","1461000000","1704000000","1833000000","1927000000","2040000000","2924000000","5032000000","","","",
"Indonesia","IDN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","78000000","209000000","217000000","224000000","232000000","719000000","1012000000","1007000000","1125000000","1049000000","1084000000","1094000000","1939000000","2215000000","2357000000","2610000000","2622000000","2733000000","4875000000","6039000000","6249000000","6309000000","6676000000","6626000000","6690000000","7057000000","8356000000","9362000000","9457000000","9578000000","9689000000","9668000000","10990000000","","","",
"IDA only","IDX","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","59000000","60000000","58000000","63000000","65000000","67000000","67000000","68000000","66000000","70000000","69000000","72000000","141000000","348000000","379000000","340000000","311000000","341000000","530000000","552000000","632000000","623000000","551000000","508000000","482000000","483000000","496000000","411000000","272000000","354000000","377000000","444000000","557000000","711000000","936000000","972000000","984000000","1064000000","1123000000","1233000000","1867000000","2724000000","3470000000","3699000000","","","",
"Isle of Man","IMN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000000","3000000","6000000","6000000","32000000","39000000","88000000","99000000","200000000","530000000","924000000","1039000000","1129000000","2421000000","2964000000","3983000000","5178000000","6862000000","8547000000","11025000000","15353000000","19258000000","23259000000","30514000000","34065000000","42495000000","52150000000","59494000000","66740000000","","","",
"Not classified","INX","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000000","15000000","19000000","16000000","41000000","131000000","254000000","278000000","339000000","431000000","470000000","540000000","764000000","1242000000","1751000000","2127000000","2619000000","3206000000","3130000000","4718000000","4449000000","5023000000","5676000000","7038000000","","",
"Iran, Islamic Rep.","IRN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35000000","37000000","34000000","30000000","27000000","47000000","71000000","125000000","143000000","196000000","227000000","173000000","239000000","230000000","397000000","405000000","","","",
"Iraq","IRQ","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Iceland","ISL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","2000000","13000000","13000000","22000000","26000000","8000000","18000000","19000000","16000000","20000000","49000000","50000000","140000000","177000000","193000000","194000000","192000000","225000000","248000000","260000000","272000000","300000000","283000000","230000000","256000000","260000000","290000000","346000000","375000000","655000000","1136000000","1323000000","1451000000","1433000000","1406000000","1485000000","1662000000","2633000000","3580000000","4038000000","4553000000","4465000000","4702000000","5209000000","5248000000","5246000000","5014000000","","",
"Israel","ISR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000000","11000000","12000000","11000000","11000000","10000000","10000000","16000000","75000000","139000000","272000000","451000000","543000000","908000000","1390000000","","",
"Italy","ITA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","2112000000","2311000000","2362000000","2553000000","2638000000","2676000000","3351000000","3475000000","3617000000","3812000000","4228000000","4209000000","3807000000","3845000000","4245000000","3986000000","3812000000","3730000000","3811000000","3825000000","3960000000","3469000000","3521000000","3393000000","3472000000","3212000000","3683000000","3905000000","3995000000","3201000000","3279000000","3300000000","3567000000","3798000000","3582000000","3676000000","4186000000","4603000000","5256000000","5950000000","6680000000","7537000000","8797000000","10196000000","11533000000","12372000000","13641000000","14899000000","16540000000","20117000000","25849000000","37140000000","50348000000","59238000000","62134000000","65668000000","","",
"Jamaica","JAM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","103000000","129000000","205000000","192000000","201000000","272000000","303000000","335000000","279000000","282000000","278000000","299000000","361000000","56000000","50000000","50000000","71000000","89000000","93000000","98000000","47000000","92000000","127000000","174000000","205000000","253000000","261000000","205000000","203000000","205000000","170000000","62000000","63000000","103000000","122000000","129000000","138000000","102000000","184000000","180000000","229000000","284000000","277000000","267000000","","","",
"Jordan","JOR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","1000000","3000000","3000000","3000000","3000000","8000000","8000000","9000000","9000000","8000000","9000000","13000000","12000000","10000000","12000000","11000000","9000000","9000000","8000000","","","",
"Japan","JPN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","269000000","100000000","100000000","200000000","300000000","600000000","900000000","900000000","896000000","9892000000","11031000000","12094000000","12700000000","13804000000","14811000000","15987000000","17048000000","11312000000","11598000000","11627000000","11369000000","12215000000","13993000000","14563000000","15040000000","13757000000","14137000000","13953000000","13811000000","14537000000","15815000000","16832000000","18477000000","19287000000","20590000000","20334000000","20814000000","37857000000","39959000000","42796000000","51223000000","63464000000","79673000000","","",
"Kazakhstan","KAZ","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","6000000","14000000","","","",
"Kenya","KEN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","101000000","104000000","108000000","112000000","116000000","121000000","125000000","130000000","135000000","140000000","146000000","152000000","157000000","163000000","169000000","544000000","541000000","511000000","518000000","527000000","504000000","486000000","492000000","383000000","512000000","515000000","488000000","512000000","505000000","557000000","603000000","508000000","909000000","1157000000","1134000000","1138000000","1151000000","1305000000","1576000000","1680000000","1735000000","1808000000","2205000000","4234000000","","","",
"Kyrgyz Republic","KGZ","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Cambodia","KHM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1000000","1000000","1000000","8000000","14000000","15000000","17000000","18000000","19000000","21000000","23000000","23000000","23000000","14000000","17000000","","","",
"Kiribati","KIR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","2000000","3000000","3000000","252000000","406000000","82000000","64000000","98000000","101000000","107000000","201000000","221000000","301000000","379000000","550000000","926000000","1305000000","1874000000","2504000000","2881000000","3124000000","4494000000","5800000000","5470000000","","",
"Kuwait","KWT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latin America & Caribbean (excluding high income)","LAC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","2006000000","1972000000","2321000000","2721000000","3257000000","3795000000","4124000000","4531000000","5230000000","5118000000","5619000000","6571000000","7403000000","7300000000","7451000000","9284000000","10766000000","10936000000","11276000000","12393000000","14214000000","16765000000","16681000000","16955000000","17640000000","18368000000","18852000000","19054000000","20376000000","20980000000","22785000000","24394000000","27104000000","28614000000","31362000000","32141000000","37378000000","37589000000","41293000000","55135000000","56961000000","65895000000","75174000000","92040000000","","","",
"Lao PDR","LAO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Liberia","LBR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"St. Lucia","LCA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","2116000000","2074000000","2410000000","2803000000","3340000000","3897000000","4238000000","4661000000","5362000000","5258000000","5759000000","6754000000","7648000000","7540000000","7691000000","9632000000","11103000000","11322000000","11655000000","13446000000","15329000000","18604000000","18526000000","18840000000","19604000000","20172000000","20652000000","20284000000","21459000000","21984000000","24958000000","26442000000","29000000000","30743000000","33252000000","33706000000","40271000000","41603000000","46532000000","58714000000","62977000000","72312000000","82755000000","101511000000","","","",
"Least developed countries: UN classification","LDC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","49000000","50000000","50000000","51000000","51000000","51000000","52000000","52000000","52000000","52000000","52000000","54000000","54000000","54000000","57000000","62000000","59000000","59000000","59000000","61000000","61000000","45000000","45000000","45000000","46000000","47000000","49000000","76000000","71000000","60000000","66000000","73000000","68000000","62000000","75000000","84000000","77000000","89000000","113000000","153000000","182000000","322000000","640000000","704000000","","","",
"Low income","LIC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","49000000","50000000","50000000","51000000","51000000","51000000","52000000","52000000","52000000","52000000","52000000","54000000","54000000","54000000","57000000","62000000","59000000","59000000","59000000","61000000","61000000","45000000","45000000","45000000","46000000","47000000","49000000","76000000","71000000","59000000","65000000","72000000","60000000","48000000","60000000","170000000","122000000","149000000","149000000","224000000","290000000","467000000","652000000","682000000","","","",
